A21;IGKJ1*01
A21;IGKJ2*01
A21;IGKJ3*01
A21;IGKJ4*01
A21;IGKJ5*01
A4a;IGKJ1*01
A4a;IGKJ2*01
A4a;IGKJ2*02
A4a;IGKJ2*03
A4a;IGKJ2*04
A4a;IGKJ3*01
A4a;IGKJ4*01
A4a;IGKJ4*02
A4a;IGKJ5*01
IGKV1-12*01;IGKJ1*01
IGKV1-12*01;IGKJ2*01
IGKV1-12*01;IGKJ2*02
IGKV1-12*01;IGKJ2*03
IGKV1-12*01;IGKJ2*04
IGKV1-12*01;IGKJ3*01
IGKV1-12*01;IGKJ4*01
IGKV1-12*01;IGKJ4*02
IGKV1-12*01;IGKJ5*01
IGKV1-12*02;IGKJ1*01
IGKV1-12*02;IGKJ2*01
IGKV1-12*02;IGKJ2*02
IGKV1-12*02;IGKJ2*03
IGKV1-12*02;IGKJ3*01
IGKV1-12*02;IGKJ4*01
IGKV1-12*02;IGKJ5*01
IGKV1-13*01;IGKJ1*01
IGKV1-13*01;IGKJ2*01
IGKV1-13*01;IGKJ2*02
IGKV1-13*01;IGKJ2*04
IGKV1-13*01;IGKJ3*01
IGKV1-13*01;IGKJ4*01
IGKV1-13*01;IGKJ4*02
IGKV1-13*01;IGKJ5*01
IGKV1-13*02;IGKJ1*01
IGKV1-13*02;IGKJ2*01
IGKV1-13*02;IGKJ2*03
IGKV1-13*02;IGKJ2*04
IGKV1-13*02;IGKJ3*01
IGKV1-13*02;IGKJ4*01
IGKV1-13*02;IGKJ5*01
IGKV1-16*01;IGKJ1*01
IGKV1-16*01;IGKJ2*01
IGKV1-16*01;IGKJ2*02
IGKV1-16*01;IGKJ2*03
IGKV1-16*01;IGKJ2*04
IGKV1-16*01;IGKJ3*01
IGKV1-16*01;IGKJ4*01
IGKV1-16*01;IGKJ4*02
IGKV1-16*01;IGKJ5*01
IGKV1-16*02;IGKJ4*01
IGKV1-17*01;IGKJ1*01
IGKV1-17*01;IGKJ2*01
IGKV1-17*01;IGKJ2*02
IGKV1-17*01;IGKJ2*03
IGKV1-17*01;IGKJ2*04
IGKV1-17*01;IGKJ3*01
IGKV1-17*01;IGKJ4*01
IGKV1-17*01;IGKJ5*01
IGKV1-17*02;IGKJ1*01
IGKV1-17*02;IGKJ2*01
IGKV1-17*02;IGKJ2*04
IGKV1-17*02;IGKJ3*01
IGKV1-17*02;IGKJ4*01
IGKV1-17*02;IGKJ5*01
IGKV1-33*01;IGKJ1*01
IGKV1-33*01;IGKJ2*01
IGKV1-33*01;IGKJ2*02
IGKV1-33*01;IGKJ2*03
IGKV1-33*01;IGKJ2*04
IGKV1-33*01;IGKJ3*01
IGKV1-33*01;IGKJ4*01
IGKV1-33*01;IGKJ4*02
IGKV1-33*01;IGKJ5*01
IGKV1-37*01;IGKJ1*01
IGKV1-37*01;IGKJ2*01
IGKV1-37*01;IGKJ2*04
IGKV1-37*01;IGKJ3*01
IGKV1-37*01;IGKJ4*01
IGKV1-37*01;IGKJ5*01
IGKV1-39*01;IGKJ1*01
IGKV1-39*01;IGKJ2*01
IGKV1-39*01;IGKJ2*02
IGKV1-39*01;IGKJ2*03
IGKV1-39*01;IGKJ2*04
IGKV1-39*01;IGKJ3*01
IGKV1-39*01;IGKJ4*01
IGKV1-39*01;IGKJ4*02
IGKV1-39*01;IGKJ5*01
IGKV1-5*01;IGKJ1*01
IGKV1-5*01;IGKJ2*01
IGKV1-5*01;IGKJ2*02
IGKV1-5*01;IGKJ2*03
IGKV1-5*01;IGKJ2*04
IGKV1-5*01;IGKJ3*01
IGKV1-5*01;IGKJ4*01
IGKV1-5*01;IGKJ5*01
IGKV1-6*01;IGKJ1*01
IGKV1-6*01;IGKJ2*01
IGKV1-6*01;IGKJ2*02
IGKV1-6*01;IGKJ2*03
IGKV1-6*01;IGKJ2*04
IGKV1-6*01;IGKJ3*01
IGKV1-6*01;IGKJ4*01
IGKV1-6*01;IGKJ4*02
IGKV1-6*01;IGKJ5*01
IGKV1-8*01;IGKJ1*01
IGKV1-8*01;IGKJ2*01
IGKV1-8*01;IGKJ2*03
IGKV1-8*01;IGKJ3*01
IGKV1-8*01;IGKJ4*01
IGKV1-8*01;IGKJ5*01
IGKV1-9*01;IGKJ1*01
IGKV1-9*01;IGKJ2*01
IGKV1-9*01;IGKJ2*02
IGKV1-9*01;IGKJ2*03
IGKV1-9*01;IGKJ2*04
IGKV1-9*01;IGKJ3*01
IGKV1-9*01;IGKJ4*01
IGKV1-9*01;IGKJ4*02
IGKV1-9*01;IGKJ5*01
IGKV1D-12*01;IGKJ1*01
IGKV1D-12*01;IGKJ2*01
IGKV1D-12*01;IGKJ2*02
IGKV1D-12*01;IGKJ3*01
IGKV1D-12*01;IGKJ4*01
IGKV1D-12*01;IGKJ5*01
IGKV1D-8*01;IGKJ1*01
IGKV1D-8*01;IGKJ2*01
IGKV1D-8*01;IGKJ2*03
IGKV1D-8*01;IGKJ3*01
IGKV1D-8*01;IGKJ4*01
IGKV1-NL1*01;IGKJ1*01
IGKV1-NL1*01;IGKJ2*01
IGKV1-NL1*01;IGKJ2*02
IGKV1-NL1*01;IGKJ2*03
IGKV1-NL1*01;IGKJ3*01
IGKV1-NL1*01;IGKJ4*01
IGKV1-NL1*01;IGKJ5*01
IGKV1/OR-2*01;IGKJ1*01
IGKV1/OR-2*01;IGKJ2*01
IGKV1/OR-2*01;IGKJ3*01
IGKV1/OR2-108*01;IGKJ2*01
IGKV1/OR2-108*01;IGKJ3*01
IGKV1/OR22-5*01;IGKJ1*01
IGKV1/OR22-5*01;IGKJ2*01
IGKV1/OR22-5*01;IGKJ2*03
IGKV1/OR-4*01;IGKJ1*01
IGKV1/ORY-1*01;IGKJ1*01
IGKV1/ORY-1*01;IGKJ2*01
IGKV1/ORY-1*01;IGKJ3*01
IGKV2-18*01;IGKJ1*01
IGKV2-18*01;IGKJ2*01
IGKV2-18*01;IGKJ2*02
IGKV2-18*01;IGKJ2*04
IGKV2-18*01;IGKJ3*01
IGKV2-18*01;IGKJ4*01
IGKV2-18*01;IGKJ5*01
IGKV2-24*01;IGKJ1*01
IGKV2-24*01;IGKJ2*01
IGKV2-24*01;IGKJ2*02
IGKV2-24*01;IGKJ2*03
IGKV2-24*01;IGKJ2*04
IGKV2-24*01;IGKJ3*01
IGKV2-24*01;IGKJ4*01
IGKV2-24*01;IGKJ4*02
IGKV2-24*01;IGKJ5*01
IGKV2-28*01;IGKJ1*01
IGKV2-28*01;IGKJ2*01
IGKV2-28*01;IGKJ2*02
IGKV2-28*01;IGKJ2*03
IGKV2-28*01;IGKJ2*04
IGKV2-28*01;IGKJ3*01
IGKV2-28*01;IGKJ4*01
IGKV2-28*01;IGKJ4*02
IGKV2-28*01;IGKJ5*01
IGKV2-29*01;IGKJ1*01
IGKV2-29*01;IGKJ2*01
IGKV2-29*01;IGKJ3*01
IGKV2-29*01;IGKJ5*01
IGKV2-29*02;IGKJ1*01
IGKV2-29*02;IGKJ2*01
IGKV2-29*02;IGKJ2*02
IGKV2-29*02;IGKJ2*03
IGKV2-29*02;IGKJ3*01
IGKV2-29*02;IGKJ4*01
IGKV2-29*02;IGKJ5*01
IGKV2-30*01;IGKJ1*01
IGKV2-30*01;IGKJ2*01
IGKV2-30*01;IGKJ2*02
IGKV2-30*01;IGKJ2*03
IGKV2-30*01;IGKJ2*04
IGKV2-30*01;IGKJ3*01
IGKV2-30*01;IGKJ4*01
IGKV2-30*01;IGKJ4*02
IGKV2-30*01;IGKJ5*01
IGKV2-40*01;IGKJ1*01
IGKV2-40*01;IGKJ2*01
IGKV2-40*01;IGKJ2*02
IGKV2-40*01;IGKJ2*03
IGKV2-40*01;IGKJ2*04
IGKV2-40*01;IGKJ3*01
IGKV2-40*01;IGKJ4*01
IGKV2-40*01;IGKJ5*01
IGKV2-4*01;IGKJ3*01
IGKV2D-24*01;IGKJ1*01
IGKV2D-24*01;IGKJ2*01
IGKV2D-24*01;IGKJ2*02
IGKV2D-24*01;IGKJ2*04
IGKV2D-24*01;IGKJ4*01
IGKV2D-24*01;IGKJ5*01
IGKV2D-26*01;IGKJ1*01
IGKV2D-26*01;IGKJ2*01
IGKV2D-26*01;IGKJ3*01
IGKV2D-26*01;IGKJ4*01
IGKV2D-26*01;IGKJ5*01
IGKV2D-29*01;IGKJ1*01
IGKV2D-29*01;IGKJ2*01
IGKV2D-29*01;IGKJ2*02
IGKV2D-29*01;IGKJ2*03
IGKV2D-29*01;IGKJ2*04
IGKV2D-29*01;IGKJ3*01
IGKV2D-29*01;IGKJ4*01
IGKV2D-29*01;IGKJ4*02
IGKV2D-29*01;IGKJ5*01
IGKV3-11*01;IGKJ1*01
IGKV3-11*01;IGKJ2*01
IGKV3-11*01;IGKJ2*02
IGKV3-11*01;IGKJ2*03
IGKV3-11*01;IGKJ2*04
IGKV3-11*01;IGKJ3*01
IGKV3-11*01;IGKJ4*01
IGKV3-11*01;IGKJ4*02
IGKV3-11*01;IGKJ5*01
IGKV3-15*01;IGKJ1*01
IGKV3-15*01;IGKJ2*01
IGKV3-15*01;IGKJ2*02
IGKV3-15*01;IGKJ2*03
IGKV3-15*01;IGKJ2*04
IGKV3-15*01;IGKJ3*01
IGKV3-15*01;IGKJ4*01
IGKV3-15*01;IGKJ4*02
IGKV3-15*01;IGKJ5*01
IGKV3-20*01;IGKJ1*01
IGKV3-20*01;IGKJ2*01
IGKV3-20*01;IGKJ2*02
IGKV3-20*01;IGKJ2*03
IGKV3-20*01;IGKJ2*04
IGKV3-20*01;IGKJ3*01
IGKV3-20*01;IGKJ4*01
IGKV3-20*01;IGKJ4*02
IGKV3-20*01;IGKJ5*01
IGKV3-20*02;IGKJ1*01
IGKV3-7*01;IGKJ1*01
IGKV3-7*01;IGKJ2*01
IGKV3-7*01;IGKJ4*01
IGKV3-7*02;IGKJ1*01
IGKV3-7*02;IGKJ2*01
IGKV3-7*02;IGKJ2*04
IGKV3-7*02;IGKJ3*01
IGKV3-7*02;IGKJ4*01
IGKV3-7*02;IGKJ5*01
IGKV3D-11*01;IGKJ1*01
IGKV3D-11*01;IGKJ2*01
IGKV3D-11*01;IGKJ3*01
IGKV3D-11*01;IGKJ4*01
IGKV3D-11*01;IGKJ5*01
IGKV3D-15*02;IGKJ1*01
IGKV3D-15*02;IGKJ2*01
IGKV3D-15*02;IGKJ3*01
IGKV3D-15*02;IGKJ5*01
IGKV3-NL4*01;IGKJ1*01
IGKV3-NL4*01;IGKJ2*01
IGKV3-NL4*01;IGKJ2*03
IGKV3-NL4*01;IGKJ3*01
IGKV3-NL4*01;IGKJ4*01
IGKV3-NL4*01;IGKJ5*01
IGKV3-NL5*01;IGKJ1*01
IGKV3-NL5*01;IGKJ3*01
IGKV3-NL5*01;IGKJ5*01
IGKV4-1*01;IGKJ1*01
IGKV4-1*01;IGKJ2*01
IGKV4-1*01;IGKJ2*02
IGKV4-1*01;IGKJ2*03
IGKV4-1*01;IGKJ2*04
IGKV4-1*01;IGKJ3*01
IGKV4-1*01;IGKJ4*01
IGKV4-1*01;IGKJ4*02
IGKV4-1*01;IGKJ5*01
IGKV5-2*01;IGKJ1*01
IGKV5-2*01;IGKJ2*01
IGKV5-2*01;IGKJ2*02
IGKV5-2*01;IGKJ2*03
IGKV5-2*01;IGKJ2*04
IGKV5-2*01;IGKJ3*01
IGKV5-2*01;IGKJ4*01
IGKV5-2*01;IGKJ5*01
IGKV6-21*01;IGKJ1*01
IGKV6-21*01;IGKJ2*01
IGKV6-21*01;IGKJ2*03
IGKV6-21*01;IGKJ2*04
IGKV6-21*01;IGKJ3*01
IGKV6-21*01;IGKJ4*01
IGKV6-21*01;IGKJ5*01
IGKV6D-41*01;IGKJ3*01
IGKV6D-41*01;IGKJ4*01
IGKV7-3*01;IGKJ1*01
IGKV7-3*01;IGKJ2*01
